Id,VkLink,Location
316510796,https://vk.com/id316510796,"ТК Садовод, Корпус Б, 2-4-01"
239440573,https://vk.com/id239440573,"ТК Садовод, 33-04"
411888382,https://vk.com/id411888382,"ТК Садовод, 28-36"
463186513,https://vk.com/id463186513,"ТК Садовод, Корпус Б, 2Д-106"
455399215,https://vk.com/id455399215,"ТК Садовод, 2Г-93/1у"
-186630052,https://vk.com/public186630052,"ТК Садовод, 27-30"
504880173,https://vk.com/id504880173,"ТК Садовод, 22-120 | 22-77"
510223591,https://vk.com/id510223591,"ТК Садовод, 27-11"
569143261,https://vk.com/id569143261,"ТК Садовод, 66-68"
-168276476,https://vk.com/public168276476,"ТК Садовод, Корпус А, 2Г-34"
632040322,https://vk.com/id632040322,"ТК Садовод, Корпус Б, 2Г-36"
-219469556,https://vk.com/public219469556,"ТК Садовод, 9-29"
522514468,https://vk.com/id522514468,"ТК Садовод, 24-86"
514211693,https://vk.com/id514211693,"ТК Садовод, -"
-163369013,https://vk.com/public163369013,"ТК Садовод, -"
365436085,https://vk.com/id365436085,"ТК Садовод,"
518141023,https://vk.com/id518141023,"ТК Садовод, Корпус А, 1Б-28"
417544342,https://vk.com/id417544342,"ТК Садовод, 24-103"
388215985,https://vk.com/id388215985,"ТК Садовод, 93-8"
585780225,https://vk.com/id585780225,"ТК Садовод, 24-90"
365188927,https://vk.com/id365188927,"ТК Садовод, 1Б-75"
431082173,https://vk.com/id431082173,"ТК Садовод, 22-131"
531638081,https://vk.com/id531638081,"ТК Садовод, Корпус А, 1-5-14"
299043138,https://vk.com/id299043138,"ТК Садовод, 30-35"
217201878,https://vk.com/id217201878,"ТК Садовод,"
521287224,https://vk.com/id521287224,"ТК Садовод, Корпус Б, 2Д-79"
518492300,https://vk.com/id518492300,"ТК Садовод, 26-69"
-186212033,https://vk.com/public186212033,"ТК Садовод, 24-109"
-183442104,https://vk.com/public183442104,"ТК Садовод, 28-30"
436614886,https://vk.com/id436614886,"ТК Садовод,"
-140569416,https://vk.com/public140569416,"ТК Садовод, Корпус А, 2Г-41"
362438543,https://vk.com/id362438543,"ТК Садовод, 28-65"
206878707,https://vk.com/id206878707,"ТК Садовод, Корпус Б, 2Г-64"
446233494,https://vk.com/id446233494,"ТК Садовод, -"
455893835,https://vk.com/id455893835,"ТК Садовод, 2В-77"
381925513,https://vk.com/id381925513,"ТК Садовод, Корпус Б, 2-4-04"
-102252497,https://vk.com/public102252497,"ТК Садовод, 24-70"
-198941546,https://vk.com/public198941546,"ТК Садовод, СТ9-16"
567955953,https://vk.com/id567955953,"ТК Садовод, 02-02"
-192624764,https://vk.com/public192624764,"ТК Садовод, Корпус Б, 2-2-18А"
469950500,https://vk.com/id469950500,"ТК Садовод, 24-89"
330871526,https://vk.com/id330871526,"ТК Садовод, Корпус А, 2Г-91"
319809973,https://vk.com/id319809973,"ТК Садовод,"
301238854,https://vk.com/id301238854,"ТК Садовод, 11-02"
470197077,https://vk.com/id470197077,"ТК Садовод, Корпус Б, 2Г-92"
390518795,https://vk.com/id390518795,"ТК Садовод, 53-200"
-184086786,https://vk.com/public184086786,"ТК Садовод, 22-124"
-199538945,https://vk.com/public199538945,"ТК Садовод, Корпус Б, 2А-28"
-182580209,https://vk.com/public182580209,"ТК Садовод, 2Б-94"
-195789278,https://vk.com/public195789278,"ТК Садовод, 9-21"
-187945456,https://vk.com/public187945456,"ТК Садовод, 13-79"
371041620,https://vk.com/id371041620,"ТК Садовод, 28-94"
519894958,https://vk.com/id519894958,"ТК Садовод, Корпус Б, 2-1-04"
382276933,https://vk.com/id382276933,"ТК Садовод, 28-31"
548781342,https://vk.com/id548781342,"ТК Садовод, 1-57"
-163856443,https://vk.com/public163856443,"ТК Садовод, 22-125"
-196391231,https://vk.com/public196391231,"ТК Садовод, СT9-17"
486362117,https://vk.com/id486362117,"ТК Садовод, Корпус А, 2Б-96"
-190875340,https://vk.com/public190875340,"ТК Садовод, -"
513763420,https://vk.com/id513763420,"ТК Садовод, 87-300"
173032686,https://vk.com/id173032686,"ТК Садовод, Корпус А, 2Б-73"
-175159532,https://vk.com/public175159532,"ТК Садовод, 2В-34"
265500164,https://vk.com/id265500164,"ТК Садовод, 11-81"
192345671,https://vk.com/id192345671,"ТК Садовод, 14-05"
-182390947,https://vk.com/public182390947,"ТК Садовод, Корпус Б, 2А-53"
-181543319,https://vk.com/public181543319,"ТК Садовод, Корпус А, 1Д-86"
553276664,https://vk.com/id553276664,"ТК Садовод, -"
-196878638,https://vk.com/public196878638,"ТК Садовод, 28-01"
-143556975,https://vk.com/public143556975,"ТК Садовод, 24-75"
-174285335,https://vk.com/public174285335,"ТК Садовод, Корпус А, 2Г-38"
471716470,https://vk.com/id471716470,"ТК Садовод, Корпус А, 2Б-73"
470734209,https://vk.com/id470734209,"ТК Садовод, 22-122"
-188210981,https://vk.com/public188210981,"ТК Садовод, Корпус А, 2В-29/1"
-184267796,https://vk.com/public184267796,"ТК Садовод, Корпус А, 2А-75"
530341640,https://vk.com/id530341640,"ТК Садовод, 22-69/1"
381028300,https://vk.com/id381028300,"ТК Садовод, 27-55"
308372641,https://vk.com/id308372641,"ТК Садовод, 23-107"
207421419,https://vk.com/id207421419,"ТК Садовод, 33-26"
469778373,https://vk.com/id469778373,"ТК Садовод, АНЛ6-7 | АНЛ6-8"
-148131871,https://vk.com/public148131871,"ТК Садовод, 2-35"
-186116721,https://vk.com/public186116721,"ТК Садовод, 22-86"
478754016,https://vk.com/id478754016,"ТК Садовод, 30-43"
-168232312,https://vk.com/public168232312,"ТК Садовод, Корпус А, 1Б-16"
510393939,https://vk.com/id510393939,"ТК Садовод, Корпус А, 2А-75"
267966357,https://vk.com/id267966357,"ТК Садовод, СТ5-207"
-178759314,https://vk.com/public178759314,"ТК Садовод, 24-113"
-156174600,https://vk.com/public156174600,"ТК Садовод, 28-35"
-168544080,https://vk.com/public168544080,"ТК Садовод, Корпус А, 2В-67"
503306017,https://vk.com/id503306017,"ТК Садовод, 27-57"
514454145,https://vk.com/id514454145,"ТК Садовод, 24-103"
470585273,https://vk.com/id470585273,"ТК Садовод, 24-50"
530629808,https://vk.com/id530629808,"ТК Садовод, 28-87"
398164170,https://vk.com/id398164170,"ТК Садовод, 28-35"
354876138,https://vk.com/id354876138,"ТК Садовод, 1-68"
386109469,https://vk.com/id386109469,"ТК Садовод, 2А-57"
-168953406,https://vk.com/public168953406,"ТК Садовод, 2Г-94/1"
-182187227,https://vk.com/public182187227,"ТК Садовод, 9-32"
-172162998,https://vk.com/public172162998,"ТК Садовод, 24-120"
-161949924,https://vk.com/public161949924,"ТК Садовод, Корпус Б, 2Г-87"
-152008971,https://vk.com/public152008971,"ТК Садовод, 24-128"
535341091,https://vk.com/id535341091,"ТК Садовод, 24-108"
444597671,https://vk.com/id444597671,"ТК Садовод, Корпус Б, 2В-10"
-167052522,https://vk.com/public167052522,"ТК Садовод, 22-30"
412601368,https://vk.com/id412601368,"ТК Садовод, 30-49"
521248069,https://vk.com/id521248069,"ТК Садовод, Корпус А, 2Б-07/1y"
-185878402,https://vk.com/public185878402,"ТК Садовод, 28-27"
569219407,https://vk.com/id569219407,"ТК Садовод, 27-94"
433560448,https://vk.com/id433560448,"ТК Садовод, 2В-78"
427116605,https://vk.com/id427116605,"ТК Садовод, Корпус А, 2Б-04"
-173709796,https://vk.com/public173709796,"ТК Садовод, 27-76"
528634365,https://vk.com/id528634365,"ТК Садовод, 9-32"
-182621063,https://vk.com/public182621063,"ТК Садовод, 2А-18/1"
467497380,https://vk.com/id467497380,"ТК Садовод, 28-24"
534055120,https://vk.com/id534055120,"ТК Садовод, Корпус Б, 2А-57"
-148698636,https://vk.com/public148698636,"ТК Садовод, Корпус А, 2А-77"
516875290,https://vk.com/id516875290,"ТК Садовод,"
300792915,https://vk.com/id300792915,"ТК Садовод, 30-44"
520877167,https://vk.com/id520877167,"ТК Садовод, 24-52"
216407466,https://vk.com/id216407466,"ТК Садовод, Корпус Б, 2В-80"
565070890,https://vk.com/id565070890,"ТК Садовод, Корпус Б, 2Б-34"
472762691,https://vk.com/id472762691,"ТК Садовод,"
326721544,https://vk.com/id326721544,"ТК Садовод, 3-4"
421006019,https://vk.com/id421006019,"ТК Садовод, 28-56"
342119217,https://vk.com/id342119217,"ТК Садовод, 23-115"
-136989915,https://vk.com/public136989915,"ТК Садовод, 9-26"
544671722,https://vk.com/id544671722,"ТК Садовод, 24-43"
-164023572,https://vk.com/public164023572,"ТК Садовод, -"
366081758,https://vk.com/id366081758,"ТК Садовод, 1г-76"
436818776,https://vk.com/id436818776,"ТК Садовод, 24-89"
524405338,https://vk.com/id524405338,"ТК Садовод, 24-53"
406606024,https://vk.com/id406606024,"ТК Садовод, Корпус А, 2А-77"
420029815,https://vk.com/id420029815,"ТК Садовод, 22-133"
-149158814,https://vk.com/public149158814,"ТК Садовод, 30-44"
354235284,https://vk.com/id354235284,"ТК Садовод, 28-34"
-176449071,https://vk.com/public176449071,"ТК Садовод, 28-56"
504187684,https://vk.com/id504187684,"ТК Садовод, 33-30"
-148068332,https://vk.com/public148068332,"ТК Садовод, 9-21"
457911384,https://vk.com/id457911384,"ТК Садовод, Корпус А, 2A-78"
-202582669,https://vk.com/public202582669,"ТК Садовод, 28-92"
464684320,https://vk.com/id464684320,"ТК Садовод, Корпус А, 2Б-33"
569206854,https://vk.com/id569206854,"ТК Садовод, 24-109"
429659928,https://vk.com/id429659928,"ТК Садовод, Корпус Б, 2Г-87"
-153334020,https://vk.com/public153334020,"ТК Садовод, 6-21"
-179286973,https://vk.com/public179286973,"ТК Садовод, 2Б-36"
-173053392,https://vk.com/public173053392,"ТК Садовод, 24-97"
-185972339,https://vk.com/public185972339,"ТК Садовод, 9-35"
561341193,https://vk.com/id561341193,"ТК Садовод, Корпус Б, 2Г-32"
564008646,https://vk.com/id564008646,"ТК Садовод, 28-30"
-186131470,https://vk.com/public186131470,"ТК Садовод, 27-65"
495387666,https://vk.com/id495387666,"ТК Садовод, 2Г-02"
550401990,https://vk.com/id550401990,"ТК Садовод, 24-86"
279070687,https://vk.com/id279070687,"ТК Садовод, Корпус Б, 2А-61"
578718274,https://vk.com/id578718274,"ТК Садовод, 24-108"
478705182,https://vk.com/id478705182,"ТК Садовод, Корпус Б, 2Г-80"
-170438454,https://vk.com/public170438454,"ТК Садовод, 3-64"
518154839,https://vk.com/id518154839,"ТК Садовод, 2Б-02/1у"
477195977,https://vk.com/id477195977,"ТК Садовод, -"
-182715933,https://vk.com/public182715933,"ТК Садовод, -"
-176390550,https://vk.com/public176390550,"ТК Садовод, Корпус Б, 2Г-59 Корпус Б, 2Г-64"
527379681,https://vk.com/id527379681,"ТК Садовод, 27-10"
-178803197,https://vk.com/public178803197,"ТК Садовод, Корпус А, 2А-25"
-172342928,https://vk.com/public172342928,"ТК Садовод, -"
-181185727,https://vk.com/public181185727,"ТК Садовод, ТЦ Салют, 2-3-07"
498241371,https://vk.com/id498241371,"ТК Садовод, Корпус А, 2Б-33"
352583236,https://vk.com/id352583236,"ТК Садовод, Корпус А, 2А-78"
247454417,https://vk.com/id247454417,"ТК Садовод, 6-67"
426068911,https://vk.com/id426068911,"ТК Садовод, Корпус Б, 2Д-76"
-199553134,https://vk.com/public199553134,"ТК Садовод, Корпус А, 1Б-60"
38993296,https://vk.com/id38993296,"ТК Садовод, 20-97"
-197522584,https://vk.com/public197522584,"ТК Садовод, 9-37"
-194478049,https://vk.com/public194478049,"ТК Садовод, 27-63"
-197840662,https://vk.com/public197840662,"ТК Садовод, 27-65"
-196625004,https://vk.com/public196625004,"ТК Садовод, 24-119"
-202992986,https://vk.com/public202992986,"ТК Садовод, 24-90"
579909202,https://vk.com/id579909202,"ТК Садовод, 30-60"
306280806,https://vk.com/id306280806,"ТК Садовод, Корпус Б, 2А-23 | Корпус Б, 2А-25"
537082365,https://vk.com/id537082365,"ТК Садовод, 24-86"
532418554,https://vk.com/id532418554,"ТК Садовод, 2б-54"
535401436,https://vk.com/id535401436,"ТК Садовод,"
-166580301,https://vk.com/public166580301,"ТК Садовод, СТ9-66"
424213173,https://vk.com/id424213173,"ТК Садовод, 30-91"
-186570108,https://vk.com/public186570108,"ТК Садовод, -"
-189310940,https://vk.com/public189310940,"ТК Садовод, СТ7-61у"
-185990974,https://vk.com/public185990974,"ТК Садовод, 27-29"
453868733,https://vk.com/id453868733,"ТК Садовод, Корпус Б, 2В-20"
-162976955,https://vk.com/public162976955,"ТК Садовод, 25-90"
-187546159,https://vk.com/public187546159,"ТК Садовод, 7-77"
-192516888,https://vk.com/public192516888,"ТК Садовод, -"
-170930258,https://vk.com/public170930258,"ТК Садовод, 24-64"
-199882974,https://vk.com/public199882974,"ТК Садовод, 23-97"
-196095456,https://vk.com/public196095456,"ТК Садовод, 18-24 | 18-26"
-186210207,https://vk.com/public186210207,"ТК Садовод, 22-43"
-207398206,https://vk.com/public207398206,"ТК Садовод, Корпус Б, 2Д-27"
-201707013,https://vk.com/public201707013,"ТК Садовод, 27-86"
469959569,https://vk.com/id469959569,"ТК Садовод, 1В-02/1А"
510150063,https://vk.com/id510150063,"ТК Садовод, 24-82"
146127639,https://vk.com/id146127639,"ТК Садовод, Корпус Б, 2Г-67"
486625002,https://vk.com/id486625002,"ТК Садовод, 24-125"
454656817,https://vk.com/id454656817,"ТК Садовод, 6-73"
446164579,https://vk.com/id446164579,"ТК Садовод, 3-5"
340668254,https://vk.com/id340668254,"ТК Садовод, 2В-27/1у"
-180222465,https://vk.com/public180222465,"ТК Садовод, 24-90"
-195135802,https://vk.com/public195135802,"ТК Садовод, -"
475910227,https://vk.com/id475910227,"ТК Садовод, 24-97"
450142778,https://vk.com/id450142778,"ТК Садовод, Корпус А, 2А-73"
496866699,https://vk.com/id496866699,"ТК Садовод, 6-04"
-181810871,https://vk.com/public181810871,"ТК Садовод, Корпус Б, 2А-61"
490253896,https://vk.com/id490253896,"ТК Садовод, Корпус Б, 2Г-15"
-178129344,https://vk.com/public178129344,"ТК Садовод, 27-56"
-202852881,https://vk.com/public202852881,"ТК Садовод, Корпус Б, 2Г-13"
344417917,https://vk.com/id344417917,"ТК Садовод, 21-86"
408893788,https://vk.com/id408893788,"ТК Садовод, Корпус А, 1-4-18"
323928457,https://vk.com/id323928457,"ТК Садовод, 27-15"
-175871786,https://vk.com/public175871786,"ТК Садовод, Корпус Б, 2В-37/39"
539349258,https://vk.com/id539349258,"ТК Садовод, Корпус Б, 2Г-44"
-195921266,https://vk.com/public195921266,"ТК Садовод, Корпус Б, 2Г-100"
561338256,https://vk.com/id561338256,"ТК Садовод, Корпус Б, 2Д-10"
410916862,https://vk.com/id410916862,"ТК Садовод, -"
424020600,https://vk.com/id424020600,"ТК Садовод,"
421522649,https://vk.com/id421522649,"ТК Садовод, 28-47"
417171380,https://vk.com/id417171380,"ТК Садовод, 6-41"
-154117827,https://vk.com/public154117827,"ТК Садовод, -"
218052073,https://vk.com/id218052073,"ТК Садовод, Корпус Б, 2Г-31"
-184819861,https://vk.com/public184819861,"ТК Садовод, 18-29"
-174544264,https://vk.com/public174544264,"ТК Садовод, 2-3-20 | 2-3-22"
513976577,https://vk.com/id513976577,"ТК Садовод, 2В-25"
-215571132,https://vk.com/public215571132,"ТК Садовод, Корпус Б 2В-01"
526210647,https://vk.com/id526210647,"ТК Садовод, 27-54"
441976590,https://vk.com/id441976590,"ТК Садовод, Корпус А, 2Д-19/1б"
-191147125,https://vk.com/public191147125,"ТК Садовод, Корпус Б, 2В-43"
450264842,https://vk.com/id450264842,"ТК Садовод, Корпус А, 2Г-30"
478379611,https://vk.com/id478379611,"ТК Садовод, 24-87"
474057014,https://vk.com/id474057014,"ТК Садовод, Корпус Б, 2В-90"
414350252,https://vk.com/id414350252,"ТК Садовод, 28-22"
-196534740,https://vk.com/public196534740,"ТК Садовод, Корпус А, 1Б-57"
-190573319,https://vk.com/public190573319,"ТК Садовод, Корпус Б, 2Д-38"
338399538,https://vk.com/id338399538,"ТК Садовод, Корпус А, 1Б-18"
393005623,https://vk.com/id393005623,"ТК Садовод, 7-49"
418061062,https://vk.com/id418061062,"ТК Садовод, 2-18"
488882615,https://vk.com/id488882615,"ТК Садовод, 2А-10"
549992992,https://vk.com/id549992992,"ТК Садовод, 24-82"
557494638,https://vk.com/id557494638,"ТК Садовод, 17-129"
-193141152,https://vk.com/public193141152,"ТК Садовод, 18-29"
485583964,https://vk.com/id485583964,"ТК Садовод, 2В-13"
385957091,https://vk.com/id385957091,"ТК Садовод, Корпус Б, 2Д-102-104"
-158016201,https://vk.com/public158016201,"ТК Садовод, 19-54/56   21-82/84   Корпус А, 1Г-56"
422812820,https://vk.com/id422812820,"ТК Садовод, 24-123"
-166419339,https://vk.com/public166419339,"ТК Садовод, 22-98"
517916876,https://vk.com/id517916876,"ТК Садовод, Корпус А, 2А-15"
519415097,https://vk.com/id519415097,"ТК Садовод, 27-65"
512128601,https://vk.com/id512128601,"ТК Садовод, Корпус А, 1Б-57"
-191667213,https://vk.com/public191667213,"ТК Садовод, Корпус Б, 2-1-11"
295377923,https://vk.com/id295377923,"ТК Садовод, 18-96"
499747626,https://vk.com/id499747626,"ТК Садовод, Корпус Б, 2Д-10"
500087526,https://vk.com/id500087526,"ТК Садовод, -"
416102190,https://vk.com/id416102190,"ТК Садовод, 30-91"
488180203,https://vk.com/id488180203,"ТК Садовод, 18-29"
502748479,https://vk.com/id502748479,"ТК Садовод, 2Г-09"
-169840079,https://vk.com/public169840079,"ТК Садовод, Корпус А, 2А-75"
490883496,https://vk.com/id490883496,"ТК Садовод, СТ7-176"
-180403568,https://vk.com/public180403568,"ТК Садовод, 27-75"
560551771,https://vk.com/id560551771,"ТК Садовод, Корпус А, 2Б-84А"
393287951,https://vk.com/id393287951,"ТК Садовод, Корпус Б, 2Д-10"
355959166,https://vk.com/id355959166,"ТК Садовод, Корпус А, 1Г-95/1а"
520531635,https://vk.com/id520531635,"ТК Садовод, 23-99"
-199340091,https://vk.com/public199340091,"ТК Садовод,  Корпус А, 2В-40"
579384318,https://vk.com/id579384318,"ТК Садовод, СТ9-39"
493832644,https://vk.com/id493832644,"ТК Садовод, 27-56"
-177346581,https://vk.com/public177346581,"ТК Садовод, 28-42"
-220258154,https://vk.com/public220258154,"ТК Садовод, 27-05"
318994206,https://vk.com/id318994206,"ТК Садовод, -"
318181567,https://vk.com/id318181567,"ТК Садовод, 28-82"
476693981,https://vk.com/id476693981,"ТК Садовод, 22-131"
508967921,https://vk.com/id508967921,"ТК Садовод, 27-90"
505633975,https://vk.com/id505633975,"ТК Садовод, 1Б-09"
453863648,https://vk.com/id453863648,"ТК Садовод, Корпус А, 2Д-19/1б"
482489805,https://vk.com/id482489805,"ТК Садовод, 24-52"
517173715,https://vk.com/id517173715,"ТК Садовод, Корпус Б, 2-2-11А"
-164675606,https://vk.com/public164675606,"ТК Садовод, Корпус Б, 2Г-91"
493803750,https://vk.com/id493803750,"ТК Садовод, 27-90"
421383925,https://vk.com/id421383925,"ТК Садовод, 30-42"
-60981606,https://vk.com/public60981606,"ТК Садовод, 9-11"
-169755018,https://vk.com/public169755018,"ТК Садовод, Корпус А, 2B-40"
-188533159,https://vk.com/public188533159,"ТК Садовод, 22-49"
-191497951,https://vk.com/public191497951,"ТК Садовод, 28-38"
533046591,https://vk.com/id533046591,"ТК Садовод, 2В-73"
366249292,https://vk.com/id366249292,"ТК Садовод, Корпус А, 2А-26А"
537079674,https://vk.com/id537079674,"ТК Садовод, -"
452289814,https://vk.com/id452289814,"ТК Садовод, 2В-16"
437488080,https://vk.com/id437488080,"ТК Садовод, 24-125"
-172017276,https://vk.com/public172017276,"ТК Садовод, -"
-206515184,https://vk.com/public206515184,"ТК Садовод, Корпус А, 2-1-12"
364864876,https://vk.com/id364864876,"ТК Садовод, Корпус Б, 2Г-43"
363679179,https://vk.com/id363679179,"ТК Садовод, Корпус Б, 2-1-06"
-183528545,https://vk.com/public183528545,"ТК Садовод, -"
356861046,https://vk.com/id356861046,"ТК Садовод, Корпус Б, 2А-31"
466797933,https://vk.com/id466797933,"ТК Садовод, 30-47"
466135868,https://vk.com/id466135868,"ТК Садовод, 23-122"
-189634815,https://vk.com/public189634815,"ТК Садовод, 2д-14"
484695132,https://vk.com/id484695132,"ТК Садовод, 22-20"
-172995081,https://vk.com/public172995081,"ТК Садовод, Корпус Б, 2Г-20/22/24"
-157927480,https://vk.com/public157927480,"ТК Садовод, 27-34"
-182485285,https://vk.com/public182485285,"ТК Садовод, Корпус Б, 2Д-57"
577015339,https://vk.com/id577015339,"ТК Садовод, 28-60"
226636867,https://vk.com/id226636867,"ТК Садовод, СТ5-176"
-173451367,https://vk.com/public173451367,"ТК Садовод, Корпус А, 2Г-01"
518312791,https://vk.com/id518312791,"ТК Садовод, 1А-11"
489473086,https://vk.com/id489473086,"ТК Садовод, 27-55"
581254313,https://vk.com/id581254313,"ТК Садовод, 33-21"
445901183,https://vk.com/id445901183,"ТК Садовод, 6-21"
365440265,https://vk.com/id365440265,"ТК Садовод, Корпус Б, 2Г-63"
520736645,https://vk.com/id520736645,"ТК Садовод, 6-68"
484711249,https://vk.com/id484711249,"ТК Садовод, Корпус А, 2-1-03"
-182604535,https://vk.com/public182604535,"ТК Садовод, Корпус Б, 2А-45"
-193405626,https://vk.com/public193405626,"ТК Садовод,  24 -104"
464714983,https://vk.com/id464714983,"ТК Садовод, СТ9-42/1 | СТ6-57у"
-175260641,https://vk.com/public175260641,"ТК Садовод, 18-29"
-192746441,https://vk.com/public192746441,"ТК Садовод, 22-52"
291324079,https://vk.com/id291324079,"ТК Садовод, Корпус Б, 2Б-03"
528428117,https://vk.com/id528428117,"ТК Садовод, 1-3-14"
357303019,https://vk.com/id357303019,"ТК Садовод, 24-95"
-164538310,https://vk.com/public164538310,"ТК Садовод, Корпус А, 2А-11"
450403048,https://vk.com/id450403048,"ТК Садовод, 7-12"
-179995483,https://vk.com/public179995483,"ТК Садовод, Корпус А, 1В-64"
328738531,https://vk.com/id328738531,"ТК Садовод, 2-3"
412413330,https://vk.com/id412413330,"ТК Садовод,"
412041472,https://vk.com/id412041472,"ТК Садовод, 30-83"
477875881,https://vk.com/id477875881,"ТК Садовод, СТ7-49"
235291114,https://vk.com/id235291114,"ТК Садовод, 1В-04"
-160236464,https://vk.com/public160236464,"ТК Садовод, Корпус Б, 2Г-55"
-172933313,https://vk.com/public172933313,"ТК Садовод, 1В-02/а"
-200139045,https://vk.com/public200139045,"ТК Садовод, Корпус Б, 2В-106"
-154181594,https://vk.com/public154181594,"ТК Садовод, Корпус Б, 2В-96"
302410690,https://vk.com/id302410690,"ТК Садовод, 22-60"
-70410446,https://vk.com/public70410446,"ТК Садовод, Корпус А, 2-1-41"
-181509002,https://vk.com/public181509002,"ТК Садовод, Корпус Б, 2В-20"
481281397,https://vk.com/id481281397,"ТК Садовод, 24-116"
-173137563,https://vk.com/public173137563,"ТК Садовод, 24-94"
219772357,https://vk.com/id219772357,"ТК Садовод, ТК Южные Ворота В3-106"
472828558,https://vk.com/id472828558,"ТК Садовод, Корпус А, 1-4-10"
408753329,https://vk.com/id408753329,"ТК Садовод, 24-113"
447379385,https://vk.com/id447379385,"ТК Садовод, 28-82"
486410133,https://vk.com/id486410133,"ТК Садовод, 29-99"
541395686,https://vk.com/id541395686,"ТК Садовод, СТ7-51"
-191927631,https://vk.com/public191927631,"ТК Садовод, 24-107"
-188910805,https://vk.com/public188910805,"ТК Садовод, 23-23"
-163770401,https://vk.com/public163770401,"ТК Садовод, 2Д-14 | 2Д-16"
525346672,https://vk.com/id525346672,"ТК Садовод, 27-65"
480877310,https://vk.com/id480877310,"ТК Садовод, 20-131"
-124392247,https://vk.com/public124392247,"ТК Садовод, 22-60"
425320350,https://vk.com/id425320350,"ТК Садовод, 1Б-77"
-155822790,https://vk.com/public155822790,"ТК Садовод, 8-983"
484928660,https://vk.com/id484928660,"ТК Садовод, -"
583655315,https://vk.com/id583655315,"ТК Садовод, Корпус А 2Б-30б"
-196808556,https://vk.com/public196808556,"ТК Садовод, 6-9 | 6-11"
416747366,https://vk.com/id416747366,"ТК Садовод,"
482752012,https://vk.com/id482752012,"ТК Садовод, -"
354857387,https://vk.com/id354857387,"ТК Садовод, Корпус А, 2-5-16"
437501994,https://vk.com/id437501994,"ТК Садовод, 2В-14"
296154371,https://vk.com/id296154371,"ТК Садовод, Корпус А, 2Г-35"
348179161,https://vk.com/id348179161,"ТК Садовод, 11-59"
-165753292,https://vk.com/public165753292,"ТК Садовод, Корпус Б, 2Б-25"
-199448760,https://vk.com/public199448760,"ТК Садовод, 24-108"
-155147711,https://vk.com/public155147711,"ТК Садовод, 9-47"
315776385,https://vk.com/id315776385,"ТК Садовод, 66-25"
541289661,https://vk.com/id541289661,"ТК Садовод, 28-54"
-170813081,https://vk.com/public170813081,"ТК Садовод, 2В-16"
520566081,https://vk.com/id520566081,"ТК Садовод, 2-4-04"
481229169,https://vk.com/id481229169,"ТК Садовод, Корпус А, 2Б-33"
-180650720,https://vk.com/public180650720,"ТК Садовод, 24-125"
-181366093,https://vk.com/public181366093,"ТК Садовод, 27-57"
467119293,https://vk.com/id467119293,"ТК Садовод,"
-182466992,https://vk.com/public182466992,"ТК Садовод, 9-49"
